Temperature,Humidity,SoilMoisture,Light,Description
27.49080237694725,49.25664644193098,23.0852841867953,638.1623953671184,crop
39.01428612819832,67.0950473689179,22.34893995359999,737.3451177530978,humidity
34.6398788362281,83.64729179382041,55.312729026051834,300.3743190339992,humidity
31.973169683940732,76.61124432047805,22.477309992475305,599.8992796855991,python
23.12037280884873,80.32805739307248,23.59748630643155,557.3967865149989,iot
23.119890406724053,72.93916833553587,47.969913120898184,766.2643014306169,temperature
21.161672243363988,74.61382822589263,32.486992122527,824.8696483850084,visualization
37.3235229154987,82.45978257826596,48.83552784775906,109.72541718190945,temperature
32.022300234864176,52.483400442959294,13.268307878219261,639.2159352470342,farm
34.161451555920905,64.47124818215703,34.378559683669216,141.46863929578322,monitoring
20.411689885916047,51.06047209098011,11.680680009164131,539.0869320618847,temperature
39.39819704323989,89.38340039983234,13.132660172767725,330.1061832349426,data
36.648852816008436,87.20296698433066,55.321872667220546,345.42127961771297,monitoring
24.246782213565524,41.9713405684253,16.96226855587976,382.36680276188525,data
23.636499344142013,75.27875862578442,36.62103411376086,597.0339592396881,humidity
23.668090197068675,86.26241587078329,30.554780130035326,367.23997253501534,monitoring
26.084844859190753,49.02876725636668,27.367166312942135,686.1592404722243,temperature
30.495128632644757,68.39726152763147,54.99166728436362,423.6219084590958,visualization
28.638900372842315,85.77441487940209,11.091169838774475,154.68256024796688,agriculture
25.824582803960837,41.69729892928994,43.189484308779456,727.0078739872858,iot
32.23705789444759,74.871013362342,58.16972171067752,328.6066596741648,data
22.789877213040835,54.86745036862754,38.0084091730921,446.2135036794101,visualization
25.842892970704362,86.21980976882652,56.84112310165459,648.3551065775213,python
27.327236865873836,88.55291225826838,12.612893964301188,365.9649257189696,monitoring
29.12139968434072,87.2133244556717,30.93966595370807,145.2685249173725,visualization
35.70351922786027,63.71071083287319,23.007889548102558,399.1368376102509,temperature
23.993475643167194,83.10213254946567,46.54104824903649,855.5588661554427,monitoring
30.284688768272233,82.22746992675351,59.064854524862334,613.3875178388465,temperature
31.848291377240848,55.95502366216278,22.82650312221239,637.1833189337656,temperature
20.929008254399953,81.44577370753387,42.70873007370373,605.8257229101118,temperature
32.150897038028766,41.85038173577463,19.904881637987007,259.1937111675494,farm
23.41048247374583,69.81349392410266,38.266512728580494,434.6670912818241,iot
21.30103185970559,51.50044186438515,33.19662433441681,700.7518386906546,agriculture
38.977710745066666,46.02834428886394,58.60026648157685,181.09831804252732,agriculture
39.31264066149119,43.84766008146046,40.42636363482333,322.2822208717698,monitoring
36.167946962329225,74.81443879390699,27.475318604340938,321.0552867726829,monitoring
26.092275383467413,56.9937481884033,15.704789244396668,445.6151420756048,temperature
21.95344228012768,76.23833857643808,17.562341436746728,884.294992753748,farm
33.684660530243136,43.26781703994712,21.265846497561753,154.00203734705755,temperature
28.803049874792027,55.76451689153052,22.5483330670149,514.960795504476,farm
22.440764696895577,66.97456461876686,52.53080289205689,243.49174560976837,temperature
29.903538202225405,79.53615824194819,38.061139414126245,876.5412363277953,data
20.687770422304368,55.937625146603494,36.16954556871832,190.64280378197137,data
38.186408041575646,71.29456882185045,15.738443593460874,422.880801889273,humidity
25.17559963200034,84.29888741180935,53.00698466747175,690.3079878676849,temperature
33.25044568707964,70.79315940911523,46.140715160424186,663.6435424219562,iot
26.23422152178822,51.64797373768169,13.38341809500008,438.1829095151458,python
30.401360423556216,41.220039077826904,45.39175486148844,377.2193343621746,humidity
30.934205586865595,83.50494369504649,37.17691086713231,418.08990284229645,monitoring
23.69708911051054,41.063470542519354,14.086267287338913,311.42101052691146,crop
39.39169255529117,83.73508363420997,32.91503207643282,264.26635096543987,temperature
35.502656467222295,66.4468567013606,34.23481435650235,486.431758047112,visualization
38.78997883128378,86.95338492564481,18.28872700816379,314.8270048540859,streamlit
37.89654700855297,79.93916178868326,57.284907350014116,329.9693319178001,data
31.957999576221702,89.89670552666686,52.49876857403309,625.4048507796457,visualization
38.437484700462335,57.53559077258551,43.451116866455415,874.8298653599138,crop
21.76985004103839,78.35941444655634,33.11477805003036,582.9097604475,farm
23.919657248382904,60.09654568046211,30.588277079225424,161.58357365197304,crop
20.90454577821076,63.99378101519544,42.548673357547706,160.46689108325359,iot
26.506606615265287,71.37527316091851,37.27159347034527,861.1385766764528,temperature
27.77354579378964,83.68385570931693,13.113655294094281,337.8326322458669,agriculture
25.426980635477918,89.20417345996475,35.62513243851659,173.65358886598034,crop
36.57475018303859,78.41367069322591,50.32018086164197,579.2356697203052,agriculture
27.135066533871786,60.88833910836669,32.9619938798479,598.9190226322129,farm
25.618690193747614,61.06785011385351,12.597828877713422,618.8038560949506,humidity
30.853921663164968,76.87911507944457,49.31390996920165,313.921622286033,visualization
22.818484499495252,51.938857288415115,20.06818910679872,112.08854737158003,agriculture
36.043939615080795,45.52370565656973,22.931041744401938,872.0122955635775,humidity
21.491012873595416,57.73110788203883,18.235317671614794,300.714436552882,data
39.73773873201034,54.361949582704085,26.51075324357488,640.821030442038,python
35.44489538593315,54.81540602279951,47.83757528443175,665.3038959029676,temperature
23.974313630683447,51.680387552495496,35.969292975196865,588.0059336635886,crop
20.110442342472048,42.104659481818096,20.244063707535627,350.32591537091855,data
36.30922856909668,40.89369673667069,53.89150390760204,316.8770030112526,data
34.13714687695234,89.38611948680158,53.97909274757646,578.1346261621625,streamlit
34.58014336081975,61.38865668679311,53.52892125230034,792.8765068893532,analysis
35.42540693371892,59.216332357984086,21.939810569076965,857.3869831387165,sensor
21.480893034681806,73.9823641346535,32.561967209049406,184.7246435230061,iot
27.169314570885454,50.912694393253204,59.249482807043755,223.8628900781759,humidity
22.317381190502594,87.49805919751127,48.60062381549952,855.7890070264638,python
37.26206851751187,79.3172507207776,11.35837106127799,689.2281826678341,analysis
32.46596253655116,44.47055011561297,13.260229563024602,806.3950598638185,sensor
26.617960497052984,60.87903878924642,33.196568840616635,262.10610730827455,python
21.27116700572047,83.95591537810824,55.461010293078004,570.0686968875215,iot
26.219646434313244,87.2366011145705,36.93508989763571,660.911675533979,humidity
26.503666440534943,63.37007556249348,34.890625401714516,644.0895083575781,temperature
34.59212356676128,70.67056946053539,15.273684997831529,426.5213526933585,iot
32.75114942710427,48.35169730460376,42.8390052362147,112.31591335304678,crop
37.744254851526534,89.55843130684883,51.105158030011275,566.3408454434104,data
29.444298503238986,51.58358506917217,29.021000375378115,302.481231343687,streamlit
22.391884918766035,87.13658870675629,48.78059254626638,460.2033969143123,sensor
34.2648957444599,72.48233244961843,58.22383269504058,866.0648120670538,sensor
35.21570097233795,70.38683974394296,20.188322956384454,419.2282541139478,python
31.225543951389923,65.63442555082543,36.166481559737065,771.8412853315414,streamlit
35.41934359909122,51.53349058588793,24.356897904228777,250.8324845994009,sensor
29.875911927287817,48.82640160027542,49.64272095169197,637.968398420023,streamlit
30.45465658763988,51.02431045350877,38.87966829405788,881.6055635511548,humidity
28.550820367170992,49.32191310721272,41.729120877515186,181.51448069834942,crop
20.508382534881903,78.97922367833766,49.895707980794704,106.65595378175361,iot
22.157828539866088,57.50626295833651,29.798523633122745,446.8662341060915,data
20.628583713734685,42.89213382816982,55.75450342035216,174.10038644109375,crop
32.72820822527561,88.45513150704056,36.651443362307,698.707479740985,analysis
26.287119621526536,84.18929424817128,17.8977411417674,831.6389310788471,temperature
30.171413823294056,86.38761415976064,44.79495590844012,447.2167781670071,streamlit
38.15132947852186,89.74539113232177,49.66306752191272,306.9693137243528,agriculture
24.9858445829775,48.69476246097437,25.838083853376332,447.52265520528783,crop
28.207658460712594,59.81210094513294,52.85896284993765,678.7582542800008,python
35.11102277086097,77.91192378520456,55.30716273828832,107.24332926429679,analysis
24.57596330983245,74.8010309026896,23.84522436889045,571.5631915877577,data
21.53959819657586,47.69479531699275,59.1760736357611,590.6333479099033,python
25.79502905827536,80.79165624953089,17.035576402437922,610.1505975167483,python
23.22442574508009,51.22202859183304,20.1007834201245,293.6176639847018,visualization
38.59395304685146,51.19088074113115,19.211241961901308,671.2421787025014,agriculture
36.16240759128834,66.84872114467068,54.69948550039352,173.11318906542112,streamlit
32.66807513020847,69.64699674208515,42.714627616248094,259.41626917344064,agriculture
37.429211803754356,69.00431039189056,17.605214161113643,801.9760373235855,crop
36.07344153798229,44.574341869887746,32.016170918417444,690.9785205812531,python
23.731401177720716,83.87304313151901,40.7649012534901,110.9964432090762,sensor
37.85117996979956,53.2800021294353,14.173204249469165,298.70100829584015,monitoring
30.786844838313016,46.47574606414021,54.12081842036694,271.52518639453166,data
36.14880310328125,84.43740399344887,50.180176772076756,316.64506242957805,sensor
37.92182599846986,87.78257491148767,35.260338678831914,298.04781622390914,data
26.360069499437277,83.10638086327253,58.35633076295852,150.0210365942766,streamlit
22.201038490553536,80.4758037362439,30.888048963754986,467.1524132774563,monitoring
24.558703250838832,72.7620990319511,59.20551595182489,686.1867798289321,temperature
28.542155772525128,67.54286853045696,43.395999940181355,585.3853797739491,monitoring
36.36029531844986,44.34933799557051,41.73356366269707,638.2973348784639,streamlit
37.21461166512687,60.42266065353493,18.29774476478925,164.91934282899132,farm
20.139042610623815,58.6344258506157,54.0963879152322,861.1925681414298,visualization
30.214946051551316,52.98768918801631,31.37448439603076,770.7934670744198,crop
28.348220062975578,76.17100568442925,18.111670289123968,744.0722547965302,streamlit
24.442156209414605,64.79378675393855,10.630375998787953,758.387044033414,crop
22.397307346673657,44.0523107953824,37.987784181919125,846.1684065062091,analysis
26.75230342807256,51.009160097490565,36.36998110613382,535.4031728909581,sensor
38.858194078250385,74.16293818297979,45.967681118457925,260.22561429410075,visualization
26.464058640415104,43.80654297451501,54.512902650890105,593.4268862820329,analysis
30.37581243486732,82.56034570243844,13.970329232151476,694.3051949343512,farm
